Id,imdbId,Label,Year,Genre
m60616,tt0328509,The Rashevski Tango,2003,"Drama,Foreign"
m11023,tt0328538,Thirteen,2003,"Crime,Drama"
m10934,tt0328589,Under the Tuscan Sun,2003,Romance
m220005,tt0328825,At the First Breath of Wind,2003,
m8273,tt0328828,American Wedding,2003,"Comedy,Romance"
m55931,tt0328832,The Animatrix,2003,"Animation,Science Fiction"
m15824,tt0328844,The Inheritance,2003,Drama
m10009,tt0328880,Brother Bear,2003,"Adventure,Animation,Family"
m9940,tt0328945,Cheerleader Massacre,2003,"Horror,Thriller"
m17684,tt0328955,Chouchou,2003,Comedy
m10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy
m6466,tt0329101,Freddy vs. Jason,2003,Horror
m38018,tt0329111,Strayed,2003,"Drama,Romance"
m30669,tt0329162,Devil's Pond,2003,"Thriller,Drama"
m145191,tt0329232,I Always Wanted to Be a Saint,2003,
m77986,tt0329268,A Key to the Bedroom,2003,"Comedy,Romance"
m18941,tt0329355,Marion Bridge,2003,Drama
m337,tt0329388,Monsieur Ibrahim,2003,Drama
m37348,tt0329390,Monte Walsh,2003,"Action,Western"
m4464,tt0329575,Seabiscuit,2003,"Drama,History"
m10749,tt0329632,Sophiiiie!,2003,Drama
m125233,tt0329679,An Unexpected Love,2003,"Drama,TV Movie"
m11375,tt0329717,Hollywood Homicide,2003,"Action,Adventure,Comedy,Thriller"
m23626,tt0330069,Blue Collar Comedy Tour: The Movie,2003,"Comedy,Documentary"
m12703,tt0330099,The Brown Bunny,2003,Drama
m27387,tt0330181,Gacy,2003,"Crime,Drama"
m121740,tt0330212,Details,2003,Drama
m321,tt0330602,Mambo Italiano,2003,"Comedy,Romance"
m33005,tt0330634,Mimic: Sentinel,2003,"Horror,Science Fiction,Thriller"
m40113,tt0330760,The Pentagon Papers,2003,"Drama,Thriller,History"
m37060,tt0330801,Rocks,2003,"Animation,Comedy,Fantasy"
m20375,tt0330802,Raid,2003,"Action,Crime,Thriller"
m48567,tt0330859,Scary Godmother: Halloween Spooktakular,2003,"Animation,Family,Comedy"
m46814,tt0330911,Elina: As If I Wasn't There,2003,"Drama,Family"
m146933,tt0331072,The Wannabes,2003,Comedy
m51311,tt0331080,Wheel of Time,2003,Documentary
m48615,tt0331231,Devotion,2003,Drama
m29656,tt0331338,16 Years of Alcohol,2003,"Crime,Drama"
m12767,tt0331468,Cold Creek Manor,2003,"Mystery,Thriller"
m9282,tt0331811,11:14,2003,"Crime,Drama,Thriller"
m24078,tt0332285,Off the Map,2003,Drama
m1584,tt0332379,School of Rock,2003,"Comedy,Music"
m16941,tt0332658,Intermission,2003,"Romance,Action,Comedy,Crime,Mystery,Drama"
m209312,tt0332699,A Tale of a Naughty Girl,2003,
m10327,tt0333780,"Legally Blonde 2: Red, White & Blonde",2003,Comedy
m52036,tt0335013,The Company,2003,Drama
m3635,tt0335119,Girl with a Pearl Earring,2003,"Drama,Romance"
m224251,tt0335163,Hunger Point,2003,Drama
m85941,tt0335185,"Jasper, Texas",2003,"Horror,Drama"
m153,tt0335266,Lost in Translation,2003,Drama
m51865,tt0335351,Little Lili,2003,"Drama,Romance,Foreign"
m4997,tt0335563,Wonderland,2003,"Crime,Drama,Mystery,Thriller"
m13432,tt0336264,Since Otar Left,2003,Drama
m10578,tt0336325,Dracula II: Ascension,2003,Horror
m19555,tt0336910,9 Dead Gay Guys,2003,"Crime,Comedy"
m39839,tt0337578,Baghban,2003,"Drama,Foreign"
m21542,tt0337592,Love Don't Cost a Thing,2003,"Comedy,Drama,Family,Romance"
m249075,tt0337595,Catching Out,2003,
m1589,tt0337631,The Boys from County Clare,2003,"Romance,Comedy,Music"
m15473,tt0337659,LD 50 Lethal Dose,2003,Horror
m20694,tt0337711,Rugrats Go Wild,2003,"Animation,Family"
m38553,tt0337717,Shelter Island,2003,Thriller
m14694,tt0337721,The Snow Walker,2003,"Action,Adventure,Drama"
m6964,tt0337741,Something's Gotta Give,2003,"Drama,Comedy,Romance"
m57190,tt0337744,Vlad,2003,"Thriller,Horror,Science Fiction"
m24794,tt0337812,Air Bud: Spikes Back,2003,"Comedy,Family"
m24241,tt0337824,And Starring Pancho Villa as Himself,2003,"Drama,History,War,Western"
m15443,tt0337879,Blackball,2003,"Comedy,Foreign"
m24619,tt0337881,Blind Horizon,2003,"Drama,Thriller"
m8696,tt0337909,Calendar Girls,2003,Comedy
m11556,tt0337930,Nicotina,2003,"Drama,Action,Comedy,Thriller"
m25426,tt0337945,Coronado,2003,"Action,Adventure,Thriller"
m14389,tt0337960,Danny Deckchair,2003,"Comedy,Romance"
m17995,tt0337996,DysFunktional Family,2003,"Comedy,Documentary"
m16433,tt0338075,Grand Theft Parsons,2003,"Crime,Comedy,Drama,Adventure"
m20210,tt0338077,Grind,2003,"Action,Comedy"
m10756,tt0338094,The Haunted Mansion,2003,"Thriller,Fantasy,Comedy,Family,Mystery"
m10226,tt0338095,High Tension,2003,"Horror,Thriller,Mystery"
m80219,tt0338109,Homeless to Harvard: The Liz Murray Story,2003,"Drama,TV Movie"
m11042,tt0338135,The Barbarian Invasions,2003,"Comedy,Crime,Drama"
m12146,tt0338188,The Missing,2003,"Thriller,Western,Adventure"
m67809,tt0338290,Normal,2003,Drama
m11197,tt0338309,Evil,2003,Drama
m9620,tt0338337,Paycheck,2003,"Action,Adventure,Mystery,Science Fiction,Thriller"
m12279,tt0338459,Spy Kids 3-D: Game Over,2003,"Action,Adventure,Comedy,Family,Science Fiction"
m1792,tt0338466,Stuck on You,2003,Comedy
m27079,tt0338467,High Roller: The Stu Ungar Story,2003,"Drama,Action"
m34595,tt0338706,Alexandra's Project,2003,"Mystery,Drama,Thriller"
m3177,tt0338763,Battle Royale II: Requiem,2003,"Action,Thriller"
m20106,tt0338828,Mais qui a tué Pamela Rose ?,2003,Comedy
m32293,tt0338852,The Cheetah Girls,2003,"Comedy,Drama,Family,Music,TV Movie"
m1549,tt0338977,Games of Love and Chance,2003,"Romance,Drama"
m31246,tt0339034,From Justin to Kelly,2003,"Comedy,Romance"
m21059,tt0339071,Girls Will Be Girls,2003,Comedy
m19277,tt0339135,In Hell,2003,"Action,Drama,Thriller"
m9256,tt0339230,Kops,2003,"Action,Comedy"
m69059,tt0339236,Shark Zone,2003,"Action,Adventure,Drama,Horror,Thriller"
m19288,tt0339294,Leprechaun: Back 2 tha Hood,2003,"Horror,Comedy"
m79043,tt0339357,The Story of Marie and Julien,2003,"Romance,Drama,Fantasy,Mystery"
m16032,tt0339385,Midsummer,2003,"Drama,Horror,Mystery,Thriller"
m26899,tt0339419,The Mudge Boy,2003,Drama
m31068,tt0339489,Killing Words,2003,"Drama,Thriller"
m55130,tt0339535,The Professional,2003,"Comedy,Drama"
m104505,tt0339553,No Rest for the Brave,2003,"Drama,Comedy,Romance,Foreign"
m50900,tt0339558,Raja,2003,"Drama,Foreign,Romance"
m30349,tt0339607,Mail Order Bride,2003,"Action,Comedy,Drama,Romance,Thriller"
m49890,tt0339707,Song For a Raggy Boy,2003,"Drama,Romance"
m14942,tt0339785,Thoughtcrimes,2003,"Action,Crime,Drama"
m26488,tt0339806,Torremolinos 73,2003,"Comedy,Drama"
m44375,tt0339827,Twist,2003,Drama
m8991,tt0339840,Undead,2003,"Horror,Action,Comedy,Science Fiction"
m22578,tt0340086,Labyrinth,2003,"Crime,Drama,Mystery,Thriller"
m15603,tt0340110,Fat Pizza,2003,Comedy
m303398,tt0340178,Jaal: The Trap,2003,
m41488,tt0340376,The Statement,2003,"Drama,Thriller"
m2056,tt0340377,The Station Agent,2003,"Drama,Comedy"
m26131,tt0340380,Straight From the Heart,2003,"TV Movie,Drama,Romance,Western"
m504,tt0340855,Monster,2003,"Crime,Drama"
m107937,tt0341266,Bhoot,2003,
m24477,tt0342108,Beethoven's 5th,2003,"Comedy,Family"
m55047,tt0342143,Born Rich,2003,Documentary
m16765,tt0342150,Bukowski - Born into This,2003,Documentary
m33339,tt0342167,Camp,2003,"Comedy,Music"
m2260,tt0342172,Capturing the Friedmans,2003,Documentary
m45115,tt0342180,A Certain Kind of Death,2003,Documentary
m25783,tt0342213,Comandante,2003,Documentary
m38868,tt0342275,A Decade Under the Influence,2003,"Comedy,Documentary,Romance"
m54973,tt0342300,Dopamine,2003,"Comedy,Romance"
m4972,tt0342492,The Green Butchers,2003,Comedy
m45862,tt0342508,Hangman's Curse,2003,"Horror,Mystery,Thriller"
m54764,tt0342520,Pearls and Pigs,2003,Comedy
m72232,tt0342639,The King and Queen of Moonlight Bay,2003,"Drama,Family"
m5995,tt0342771,Miffo,2003,"Comedy,Drama"
m121754,tt0342777,Misa mi,2003,"Family,Drama"
m22289,tt0342804,My Flesh and Blood,2003,Documentary
m202475,tt0342956,The Same River Twice,2003,Documentary
m14883,tt0343095,This Girl's Life,2003,Drama
m21525,tt0343121,Tupac: Resurrection,2003,"Music,Documentary"
m96393,tt0343172,What Alice Found,2003,Drama
m22451,tt0343449,The Bone Snatcher,2003,"Science Fiction,Horror"
m48778,tt0343524,That Day,2003,"Mystery,Drama,Comedy,Crime"
m44142,tt0343594,Ginger & Cinnamon,2003,"Drama,Comedy,Romance,Foreign"
m54354,tt0343624,Eila,2003,
m255940,tt0343827,In Order Not to Be Here,2003,
m166671,tt0343992,The Long and Short of It,2003,
m16932,tt0344604,After You,2003,"Comedy,Romance"
m27748,tt0344766,15: The Movie,2003,"Comedy,Crime,Drama,Foreign"
m8965,tt0344864,Atlantis: Milo's Return,2003,"Fantasy,Animation,Science Fiction,Family,Action"
m362291,tt0345043,Chura Liyaa Hai Tumne,2003,"Drama,Thriller"
m2577,tt0345061,Code 46,2003,"Drama,Romance,Science Fiction,Thriller"
m71110,tt0345185,In The City,2003,"Drama,Romance,Foreign"
m11606,tt0345549,Last Life in the Universe,2003,"Drama,Action,Thriller"
m15708,tt0345551,Latter Days,2003,"Drama,Comedy,Romance"
m16250,tt0345591,Love Comes Softly,2003,"Drama,Romance,TV Movie,Western"
m82040,tt0345672,Most,2003,Drama
m11196,tt0345853,Stealing Rembrandt,2003,"Action,Comedy"
m103081,tt0346223,Cambridge Spies,2003,
m11659,tt0346336,The Best of Youth,2003,Drama
m21683,tt0346578,Batman: Mystery of the Batwoman,2003,"Adventure,Fantasy,Animation,Action,Science Fiction,Family"
m4252,tt0346723,Chalte Chalte,2003,"Comedy,Drama,Romance"
m71114,tt0346765,Cleopatra,2003,"Drama,Comedy,Foreign"
m17595,tt0346800,Cowards Bend the Knee,2003,"Drama,Romance"
m46806,tt0346932,Eloise at the Plaza,2003,"Comedy,Family,Mystery"
m93782,tt0346971,Fate,2003,"Drama,Thriller"
m189332,tt0347037,The Galíndez File,2003,Thriller
m126090,tt0347105,Fuse,2003,"Comedy,Drama"
m126104,tt0347131,The Magic Gloves,2003,"Comedy,Drama"
m271677,tt0347167,The Hero: Love Story of a Spy,2003,"Thriller,Action,Adventure,Drama"
m4254,tt0347304,Kal Ho Naa Ho,2003,"Comedy,Drama"
m71920,tt0347416,LOC: Kargil,2003,
m228890,tt0347540,Milk and Honey,2003,Drama
m15567,tt0348124,Stitch! The Movie,2003,"Animation,Comedy,Family"
m108636,tt0348551,Blue,2003,"Drama,Action,War,Foreign"
m54157,tt0348572,The Cost of Living,2003,Comedy
m345426,tt0348656,Khushi,2003,"Romance,Drama,Action"
m4970,tt0348836,Gothika,2003,"Horror,Thriller"
m72363,tt0348841,I'm Staying,2003,"Comedy,Romance"
m38376,tt0348853,Nathalie...,2003,Drama
m102533,tt0348876,Stormy Weather,2003,
m30735,tt0349079,Alila,2003,"Comedy,Drama"
m24398,tt0349154,Bodysong,2003,"Documentary,Foreign"
m48382,tt0349159,"The Book of Mormon Movie, Volume 1: The Journey",2003,Adventure
m11007,tt0349205,Cheaper by the Dozen,2003,Comedy
m19099,tt0349225,Frenchmen,2003,"Comedy,Romance"
m74481,tt0349333,Darna Mana Hai,2003,"Horror,Foreign"
m219808,tt0349345,Despiser,2003,
m112346,tt0349752,Loverboy,2003,Drama
m1418,tt0350193,Take My Eyes,2003,Drama
m34196,tt0350804,God Is Brazilian,2003,"Adventure,Comedy,Fantasy"
m16175,tt0350811,The Diary of Ellen Rimbauer,2003,"Drama,Horror,Mystery,Thriller"
m24357,tt0350934,Final Flight of the Osiris,2003,"Science Fiction,Action,Animation"
m189334,tt0351278,The End of a Mystery,2003,Drama
m11492,tt0351299,Blind Shaft,2003,"Drama,Thriller"
m37050,tt0351459,So Normal,2003,Comedy
m1720,tt0351461,Noi the Albino,2003,Drama
m78208,tt0351770,His Brother,2003,Drama
m22623,tt0351795,Ripoux 3,2003,Comedy
m17457,tt0351887,The Twins Effect,2003,"Action,Comedy,Horror"
m22618,tt0352332,Far Side of the Moon,2003,"Drama,Comedy"
m29987,tt0352343,Facing Windows,2003,"Drama,Romance"
m71769,tt0352426,Ice Bound - A Woman's Survival at the South Pole,2003,
m262243,tt0352468,The John Garfield Story,2003,Documentary
m106006,tt0352524,Living with Michael Jackson: A Tonight Special,2003,Documentary
m63358,tt0352621,The Nazi Officer's Wife,2003,Documentary
m45301,tt0353012,Outrage,2003,"Drama,Thriller"
m14258,tt0353014,Wonderful Days,2003,"Animation,Science Fiction"
m21062,tt0353161,"Ready, Steady, Charlie!",2003,"Comedy,Romance"
m71064,tt0353351,Dhund: The Fog,2003,"Adventure,Thriller,Drama"
m59191,tt0353393,Eloise at Christmastime,2003,"Family,Comedy,Drama"
m126108,tt0353400,Playing 'In the Company of Men',2003,Drama
m102337,tt0353671,Summer in the Golden Valley,2003,Drama
m82781,tt0353849,Our Town,2003,Drama
m8743,tt0353962,At Point Blank,2003,"Action,Thriller,Crime"
m11423,tt0353969,Memories of Murder,2003,"Crime,Drama,Thriller"
m12456,tt0354575,The Five Obstructions,2003,"Drama,Documentary"
m11297,tt0354668,Save the Green Planet!,2003,"Comedy,Drama,Horror,Science Fiction"
m88418,tt0355029,Wolfsburg,2003,Drama
m21250,tt0355315,Charlotte's Web 2: Wilbur's Great Adventure,2003,"Adventure,Animation,Drama,Family"
m12601,tt0355473,Garden of Love,2003,"Horror,Foreign"
m33688,tt0355611,Jonny Vang,2003,Comedy
m115383,tt0356154,Wolf Summer,2003,"Adventure,Drama,Family"
m41070,tt0356176,Dark Woods,2003,"Adventure,Horror,Mystery,Thriller"
m14527,tt0356614,Foolproof,2003,Action
m195763,tt0356696,Homerun,2003,"Family,Drama"
m62643,tt0356867,The Charge,2003,"Action,Drama,Romance"
m37351,tt0356922,The Mystery of the Yellow Room,2003,"Comedy,Crime,Mystery"
m64109,tt0356982,Paanch,2003,
m51945,tt0356999,Not on the Lips,2003,"Comedy,Romance"
m36401,tt0357037,Pornography,2003,"War,Drama,Romance"
m30074,tt0357139,Scooby-Doo! And the Legend of the Vampire,2003,"Animation,Comedy,Family"
m98642,tt0357169,The Suit,2003,
m100086,tt0357283,Silent Waters,2003,
m21413,tt0357470,The Battle of Shaker Heights,2003,"Comedy,Drama,Romance"
m12542,tt0357474,Belly of the Beast,2003,"Action,Thriller"
m38631,tt0357567,Confessions of a Burning Man,2003,Documentary
m200796,tt0358146,Show,2003,"Comedy,Thriller"
m85580,tt0358480,Flyin' Ryan,2003,Family
m310814,tt0358551,Julie & Jack,2003,"Romance,Science Fiction"
m104277,tt0358559,Blessing Bell,2003,"Comedy,Drama"
m54300,tt0358569,Live Forever,2003,"Music,Documentary"
m163676,tt0358590,A Thousand Clouds of Peace,2003,
m38608,tt0358647,Power Trip,2003,Documentary
m64964,tt0358670,Forest,2003,Drama
m32276,tt0359203,"Easy Riders, Raging Bulls",2003,Documentary
m40768,tt0359281,Flag Wars,2003,Documentary
m100594,tt0359564,The Book of Fate,2003,"Action,Horror,Science Fiction"
m84911,tt0359679,Coming Home,2003,"Drama,Romance"
m14455,tt0359692,When the Last Sword Is Drawn,2003,"Action,Drama,History"
m19153,tt0360916,The Real Cancun,2003,Documentary
m193704,tt0361322,Assisted Living,2003,"Comedy,Drama"
m25007,tt0361498,Death of a Dynasty,2003,"Musical,Comedy"
m12487,tt0361668,Gozu,2003,"Action,Crime,Thriller,Horror"
m275272,tt0361769,Je hais les enfants!,2003,Comedy
m143247,tt0361856,Lucy,2003,"TV Movie,Drama"
m13434,tt0361959,Noam Chomsky: Distorted Morality,2003,Documentary
m184530,tt0362174,Spin,2003,"Family,Drama"
m67236,tt0362246,Tiresia,2003,Drama
m24092,tt0362387,2LDK,2003,"Comedy,Drama,Horror,Thriller"
m14842,tt0362389,44 Minutes: The North Hollywood Shoot-Out,2003,Action
m5845,tt0362417,Aragami,2003,"Action,Horror"
m18113,tt0362511,National Lampoon Presents Dorm Daze,2003,Comedy
m97138,tt0362761,Student Seduction,2003,"Drama,Thriller"
m41901,tt0362771,Ishq Vishk,2003,"Drama,Comedy,Romance"
m36484,tt0363029,Rick,2003,"Comedy,Drama"
m36281,tt0363060,Shara,2003,Drama
m57343,tt0363129,This Time Around,2003,"Comedy,Romance"
m246,tt0363226,Zatoichi,2003,"Adventure,Drama,Action"
m26886,tt0363235,Bright Future,2003,"Drama,Mystery"
m44513,tt0363249,Father and Son,2003,Drama
m34561,tt0363290,Purple Butterfly,2003,"War,Drama,History"
m43969,tt0363303,At Five in the Afternoon,2003,Drama
m33222,tt0363510,The Revolution Will Not Be Televised,2003,Documentary
m76475,tt0363572,Doc Martin and the Legend of the Cloutie,2003,"Drama,Comedy,Foreign"
m1807,tt0363589,Elephant,2003,"Drama,Crime"
m95536,tt0364093,A Talking Picture,2003,"War,Comedy,Drama,History"
m21708,tt0364447,My Wife Is a Gangster 2,2003,"Action,Comedy"
m291122,tt0364484,Long Gone,2003,
m8424,tt0364517,Love Me If You Dare,2003,"Drama,Comedy,Romance"
m27358,tt0364527,Monsturd,2003,"Horror,Science Fiction"
m670,tt0364569,Oldboy,2003,"Drama,Thriller,Mystery,Action"
m318484,tt0364621,Qayamat: City Under Threat,2003,
m37088,tt0364930,Aileen: Life and Death of a Serial Killer,2003,"Documentary,Drama"
m44899,tt0365043,The Challenge,2003,"Action,Adventure,Comedy,Family,Science Fiction"
m11019,tt0365109,Deep Blue,2003,Documentary
m124097,tt0365149,Eddie's Million Dollar Cook Off,2003,"Comedy,TV Movie"
m48678,tt0365183,Falling Angels,2003,"Comedy,Drama"
m161277,tt0365215,Flight from Death: The Quest for Immortality,2003,Documentary
m50387,tt0365289,Grimm,2003,"Drama,Comedy,Adventure"
m4552,tt0365376,A Tale of Two Sisters,2003,"Drama,Horror,Mystery"
m21513,tt0365514,Moon Child,2003,"Horror,Action,Thriller,Science Fiction,Foreign"
m22450,tt0365677,Red Water,2003,"Horror,Action,Thriller"
m12608,tt0365763,Illusive Tracks,2003,"Comedy,Thriller"
m14190,tt0365810,The Black Lapp,2003,"Comedy,Foreign,Crime,Drama"
m27090,tt0365960,Zero Day,2003,Drama
m444623,tt0366028,The Idiot,2003,TV Movie
m24660,tt0366177,A Detective Story,2003,"Science Fiction,Animation"
m24959,tt0366178,Program,2003,"Science Fiction,Animation"
m58301,tt0366227,Betty Blowtorch: And Her Amazing True Life Adventures,2003,Documentary
m295508,tt0366276,Calcutta Mail,2003,Thriller
m18503,tt0366287,Caterina in the Big City,2003,"Comedy,Drama"
m9694,tt0366292,One Missed Call,2003,"Horror,Thriller"
m39469,tt0366526,Godzilla: Tokyo S.O.S.,2003,"Science Fiction,Action"
m12802,tt0366527,Goldfish Memory,2003,"Comedy,Drama,Romance"
m41277,tt0366532,Seducing Doctor Lewis,2003,"Drama,Comedy"
m50988,tt0366596,Young Gods,2003,"Drama,Thriller,Romance,Foreign"
m73646,tt0366598,I Accuse,2003,Thriller
m94965,tt0366840,Okkadu,2003,"Foreign,Drama"
m138449,tt0366854,Ora o mai più,2003,Comedy
m29456,tt0366943,Reconstruction,2003,"Drama,Romance"
m37209,tt0366996,The Saddest Music in the World,2003,"Comedy,Drama,Fantasy,Music"
m41198,tt0367174,"Turn Left, Turn Right",2003,Romance
m83228,tt0367195,Come and Go,2003,"Comedy,Drama"
m74183,tt0367204,Vieraalla Maalla,2003,"Comedy,Romance"
m165569,tt0367245,Wuthering Heights,2003,
m26910,tt0367495,Anbe Sivam,2003,"Adventure,Comedy,Drama"
m11155,tt0367623,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,Comedy
m243664,tt0367628,"Didi, the Goofy Cupid",2003,"Romance,Comedy,Family"
m28219,tt0367790,Baadasssss!,2003,Drama
m40823,tt0367859,The Man Who Copied,2003,"Romance,Comedy,Drama"
m9666,tt0367913,Ju-on: The Grudge 2,2003,"Horror,Thriller"
m52345,tt0367975,Lisbela and the Prisoner,2003,"Comedy,Romance"
m31557,tt0368147,The Pink Floyd and Syd Barrett Story,2003,"Documentary,Music"
m17473,tt0368226,The Room,2003,"Drama,Romance"
m103475,tt0368287,The Soul of a Man,2003,"Documentary,Music"
m39179,tt0368314,Surplus: Terrorized Into Being Consumers,2003,Documentary
m24914,tt0368574,Kid's Story,2003,"Science Fiction,Animation"
m24960,tt0368576,World Record,2003,"Science Fiction,Animation"
m15552,tt0368647,Cirque du Soleil: Varekai,2003,"Drama,Family,Fantasy,Music"
m11049,tt0368667,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,"Science Fiction,Music,Animation"
m16301,tt0368711,End of the Century: The Story of The Ramones,2003,Documentary
m83185,tt0368726,A Love Movie,2003,Drama
m51707,tt0368745,Girlhood,2003,Documentary
m9316,tt0368909,Ong-Bak: The Thai Warrior,2003,"Action,Thriller"
m14757,tt0368913,Osama,2003,Drama
m43936,tt0368954,S21: The Khmer Rouge Death Machine,2003,Documentary
m51083,tt0369059,Word of Honor,2003,"Drama,Thriller"
m11647,tt0369060,Infernal Affairs II,2003,"Drama,Action,Thriller,Crime"
m19325,tt0369281,Bionicle: Mask of Light,2003,"Action,Adventure,Animation,Family,Science Fiction"
m287811,tt0369295,Boys Life 4: Four Play,2003,"Comedy,Drama"
m56413,tt0369347,Coyote Waits,2003,"Drama,Mystery,Thriller"
m354547,tt0369516,Hawa,2003,"Drama,Horror"
m75400,tt0369523,Henri Cartier-Bresson: The Impassioned Eye,2003,Documentary
m21956,tt0369903,Scooby-Doo! and the Monster of Mexico,2003,"Animation,Comedy,Family,Mystery"
m82377,tt0369910,Secret Santa,2003,"TV Movie,Family,Romance"
m32237,tt0370082,Whispering Corridors 3: Wishing Stairs,2003,Horror
m16976,tt0370244,9 Souls,2003,"Crime,Comedy,Drama,Adventure"
m128866,tt0370295,Arachnia,2003,"Horror,Science Fiction"
m45693,tt0370904,Lucky 7,2003,"Romance,Comedy"
m207454,tt0370987,Mystery Woman,2003,"Mystery,Crime,Thriller"
m40427,tt0371280,Crimson Gold,2003,Drama
m15177,tt0371589,Buddy,2003,"Comedy,Drama,Foreign,Romance"
m12696,tt0371710,Hierankl,2003,Drama
m166225,tt0371775,Khel,2003,"Action,Thriller"
m42971,tt0371835,Mrs. Ashboro's Cat,2003,"Thriller,Family"
m205211,tt0371922,Saaya,2003,
m208783,tt0372166,"Poor, Poor Pavel",2003,"Drama,Foreign"
m14770,tt0372279,Festival Express,2003,"Documentary,History,Music"
m92501,tt0372321,Hell's Highway: The True Story of Highway Safety Films,2003,Documentary
m49653,tt0372366,Roads to Koktebel,2003,"Drama,Foreign"
m23898,tt0372478,The Stroll,2003,
m75897,tt0372504,Sams in Gefahr,2003,Family
m24675,tt0372764,Beyond,2003,"Science Fiction,Animation"
m61952,tt0372782,A Good Lawyer's Wife,2003,"Drama,Crime"
m48598,tt0372814,Free Radicals,2003,"Comedy,Drama,Romance"
m27316,tt0372937,Into the Mirror,2003,"Crime,Horror,Mystery"
m50314,tt0373175,My Architect,2003,Documentary
m135800,tt0373193,No Logo: Taking Aim at the Brand Bullies,2003,Documentary
m10105,tt0373283,Saints and Soldiers,2003,"Action,Adventure,Drama,History,War"
m46428,tt0373856,Gangaajal,2003,"Drama,Foreign,Crime"
m1114,tt0373861,The Weeping Camel,2003,"Documentary,Drama"
m56350,tt0373941,"Jesus, You Know",2003,"Documentary,Foreign"
m5204,tt0373981,Control,2003,"Comedy,Crime,Thriller"
m83,tt0374102,Open Water,2003,"Drama,Thriller"
m32233,tt0374184,Running on Karma,2003,"Thriller,Action,Drama"
m56969,tt0374271,Tere Naam,2003,"Romance,Thriller"
m26541,tt0374273,The Tesseract,2003,"Thriller,Drama"
m18038,tt0374275,Holiday Reunion,2003,Comedy
m27076,tt0374286,Epoch: Evolution,2003,"Action,Science Fiction,Thriller"
m13630,tt0374308,United,2003,"Comedy,Drama"
m14797,tt0374330,Warriors of Heaven and Earth,2003,"Drama,Action,Adventure"
m14310,tt0374339,Infernal Affairs III,2003,"Crime,Drama,Action"
m24860,tt0374345,The Memory Of A Killer,2003,"Crime,Drama,Thriller,Action"
m247414,tt0374506,Arisan!,2003,"Comedy,Drama"
m113,tt0374546,"Spring, Summer, Fall, Winter... and Spring",2003,Drama
m19625,tt0374887,Munna Bhai M.B.B.S.,2003,Comedy
m80805,tt0375066,Simhadri,2003,
m27152,tt0375782,"Gone, But Not Forgotten",2003,"Drama,Romance,Thriller"
m330629,tt0375878,Kaakha Kaakha,2003,"Crime,Thriller,Action"
m273807,tt0375909,Last Exit,2003,"Crime,Drama,Thriller"
m80089,tt0376058,Parasite Dolls,2003,"Action,Animation,Science Fiction,Thriller"
m69638,tt0376076,Pithamagan,2003,Action
m49029,tt0376144,Saamy,2003,"Action,Drama"
m47614,tt0376568,Sexual Dependency,2003,"Drama,Foreign,Romance"
m44181,tt0376717,National Lampoon's Gold Diggers,2003,Comedy
m9775,tt0376800,November,2003,"Drama,Comedy,Thriller"
m11190,tt0376968,The Return,2003,"Thriller,Drama,Mystery"
m37918,tt0377031,The Agronomist,2003,Documentary
m161816,tt0377131,Raghu Romeo,2003,
m21580,tt0377515,Bill Maher: Victory Begins at Home,2003,Comedy
m56616,tt0377556,"Goodbye, Dragon Inn",2003,"Comedy,Drama,Foreign"
m24164,tt0377569,"Good Morning, Night",2003,Drama
m39331,tt0377651,The Body,2003,Comedy
m20148,tt0377701,Cowboys & Angels,2003,"Comedy,Drama,Foreign"
m35114,tt0377770,Destino,2003,Animation
m54148,tt0377834,Soccer Days,2003,"Comedy,Foreign"
m30973,tt0377992,The Visual Bible: The Gospel of John,2003,"Drama,History"
m160324,tt0378031,"Hello, Friend",2003,
m24554,tt0378230,The Land Before Time X: The Great Longneck Migration,2003,"Adventure,Animation,Family"
m32263,tt0378244,David Cross: Let America Laugh,2003,"Comedy,Documentary"
m51349,tt0378262,Little Longnose,2003,"Adventure,Animation,Family"
m59046,tt0378361,Mio cognato,2003,Comedy
m14573,tt0378428,Natural City,2003,Science Fiction
m61187,tt0378773,Star Runner,2003,"Action,Thriller,Foreign"
m75224,tt0378879,Tintin and I,2003,Documentary
m12497,tt0378897,A Touch of Spice,2003,"Comedy,Drama"
m37232,tt0378906,Travellers and Magicians,2003,"Adventure,Drama,Foreign"
m48585,tt0379000,Ward 13,2003,"Animation,Horror,Action,Comedy"
m54406,tt0379053,The Young Visiters,2003,"Comedy,Drama,Family,Romance"
m81313,tt0379063,Squint Your Eyes,2003,"Drama,Comedy,Foreign"
m47089,tt0379199,The Middle of the World,2003,"Drama,Foreign"
m883,tt0379217,Coffee and Cigarettes,2003,"Comedy,Drama"
m11420,tt0379225,The Corporation,2003,Documentary
m86751,tt0379269,Dying at Grace,2003,Documentary
m45174,tt0379270,Easy,2003,"Comedy,Drama,Romance"
m57337,tt0379296,Game Over: Kasparov and the Machine,2003,"Documentary,Foreign"
m38643,tt0379357,Los Angeles Plays Itself,2003,Documentary
m21265,tt0379370,Maqbool,2003,Action
m46469,tt0379461,Proteus,2003,"Drama,History,Romance"
