Id,imdbId,Label,Year,Genre
m117781,tt0053726,Black Tights,1962,
m37038,tt0054614,All Night Long,1962,"Drama,Music"
m41213,tt0054665,The Fabulous Baron Munchausen,1962,"Adventure,Animation,Fantasy"
m235092,tt0054697,The Boys,1962,"Crime,Drama"
m63212,tt0054758,Le combat dans l'île,1962,Drama
m117042,tt0054780,The Devil's Trap,1962,"History,Drama"
m50474,tt0054890,The Four Horsemen of the Apocalypse,1962,Drama
m79827,tt0055019,The Intruder,1962,Drama
m1628,tt0055032,Jules and Jim,1962,"Drama,Romance"
m73059,tt0055059,Kozara,1962,War
m27523,tt0055399,Salvatore Giuliano,1962,"Action,Drama"
m42279,tt0055400,Bootleggers,1962,"Crime,Comedy"
m29871,tt0055408,Santo vs. the Vampire Women,1962,"Action,Foreign"
m19972,tt0055719,The 300 Spartans,1962,"Action,Drama,History"
m94798,tt0055724,Abhijan,1962,Drama
m17185,tt0055728,Advise & Consent,1962,Drama
m86240,tt0055738,All Fall Down,1962,Drama
m103706,tt0055740,Almost Angels,1962,
m100461,tt0055743,The Christian Revolt,1962,"Drama,History,War"
m273848,tt0055746,The Amorous Prawn,1962,Comedy
m110131,tt0055758,The Man of Gold,1962,"Romance,Drama,History"
m71767,tt0055763,Robbery at 3 O'clock,1962,"Comedy,Foreign"
m211603,tt0055781,Beauty and the Beast,1962,
m5334,tt0055796,Billy Budd,1962,"Drama,Action"
m42991,tt0055797,Billy Rose's Jumbo,1962,"Music,Romance"
m898,tt0055798,Birdman of Alcatraz,1962,Drama
m45267,tt0055805,Boccaccio '70,1962,"Romance,Fantasy,Comedy"
m35057,tt0055809,Boys' Night Out,1962,Comedy
m109133,tt0055819,The Cabinet of Caligari,1962,"Horror,Thriller"
m28525,tt0055821,The Unscrupulous Ones,1962,Drama
m11349,tt0055824,Cape Fear,1962,"Drama,Thriller"
m43000,tt0055827,The Elusive Corporal,1962,"Comedy,Drama,War"
m16093,tt0055830,Carnival of Souls,1962,"Horror,Mystery"
m26190,tt0055831,Carry On Cruising,1962,Comedy
m26866,tt0055832,Swords of Blood,1962,"Action,Comedy,Romance"
m5067,tt0055839,The Burning Court,1962,"Horror,Drama,Mystery"
m363157,tt0055840,Just Once More,1962,Drama
m118955,tt0055841,The Chapman Report,1962,"Comedy,Drama,Romance"
m43685,tt0055844,Amphibian Man,1962,"Adventure,Science Fiction,Romance"
m44662,tt0055850,47 Samurai,1962,"History,Drama,Action"
m499,tt0055852,Cléo from 5 to 7,1962,"Comedy,Drama"
m79506,tt0055856,Getting Away with It the Italian Way,1962,Comedy
m42999,tt0055858,The Grim Reaper,1962,"Drama,Thriller,Mystery,Foreign"
m59101,tt0055864,Confessions of an Opium Eater,1962,Drama
m43013,tt0055871,The Counterfeit Traitor,1962,"War,Thriller,Drama"
m69292,tt0055872,The Creation of the Humanoids,1962,Science Fiction
m171075,tt0055875,Crooks Anonymous,1962,"Crime,Comedy"
m42997,tt0055884,H.M.S. Defiant,1962,"History,Drama,Action,Adventure"
m109667,tt0055892,David and Lisa,1962,"Romance,Drama"
m118716,tt0055893,The Day Mars Invaded Earth,1962,Science Fiction
m21143,tt0055894,The Day of the Triffids,1962,"Horror,Science Fiction,Thriller"
m32488,tt0055895,Days of Wine and Roses,1962,"Drama,Romance"
m43001,tt0055910,Sundays and Cybele,1962,Drama
m106176,tt0055915,The Twelve Chairs,1962,Comedy
m646,tt0055928,Dr. No,1962,"Adventure,Action,Thriller"
m58701,tt0055936,Two Colonels,1962,Comedy
m107081,tt0055937,I due della legione,1962,Comedy
m31287,tt0055946,Eegah,1962,Horror
m47447,tt0055950,Electra,1962,"Action,History"
m42995,tt0055972,Experiment in Terror,1962,"Crime,Thriller"
m42996,tt0055988,Five Weeks in a Balloon,1962,"Adventure,Action,Family,Comedy"
m18643,tt0055992,Follow That Dream,1962,"Drama,Comedy,Music"
m183073,tt0055995,I tromboni di Fra' Diavolo,1962,
m35806,tt0055998,Freud: The Secret Passion,1962,Drama
m44522,tt0056014,The Gentleman from Epsom,1962,"Comedy,Crime"
m37238,tt0056016,Geronimo,1962,"History,Western"
m48003,tt0056017,Gigot,1962,Drama
m340961,tt0056020,Copacabana Palace,1962,"Crime,Comedy,Adventure,Drama"
m15734,tt0056023,Girls! Girls! Girls!,1962,"Comedy,Music,Romance"
m27699,tt0056040,The Awful Dr. Orlof,1962,"Horror,Thriller"
m63304,tt0056045,Hussar Ballad,1962,Comedy
m39391,tt0056048,Gypsy,1962,"Comedy,Drama,Music"
m14537,tt0056058,Harakiri,1962,"Action,Drama,History"
m11385,tt0056059,Hatari!,1962,"Action,Adventure,Comedy"
m85428,tt0056060,No. 12: Heaven and Earth Magic,1962,Animation
m32041,tt0056062,Hell Is for Heroes,1962,"Action,Drama,War"
m45763,tt0056064,Herakles,1962,Documentary
m189723,tt0056065,Hero's Island,1962,"Action,Adventure,Drama"
m102155,tt0056072,Hitler,1962,"History,War"
m117800,tt0056081,A Wanderer's Notebook,1962,Drama
m117969,tt0056082,House of Women,1962,"Crime,Drama"
m11897,tt0056085,How the West Was Won,1962,"History,Western,Adventure"
m103205,tt0056089,I Thank a Fool,1962,Drama
m46081,tt0056093,If a Man Answers,1962,"Comedy,Romance"
m34774,tt0056095,In Search of the Castaways,1962,"Action,Adventure,Drama,Family"
m81409,tt0056104,Fury of Achilles,1962,"War,Adventure,History,Drama,Romance"
m41028,tt0056110,It's Only Money,1962,"Comedy,Thriller"
m31442,tt0056111,Ivan's Childhood,1962,"Drama,War"
m25360,tt0056112,Jack the Giant Killer,1962,"Adventure,Fantasy,Family"
m662,tt0056119,La Jetée,1962,"Romance,Science Fiction"
m93193,tt0056121,Jigsaw,1962,"Crime,Drama,Mystery"
m29570,tt0056127,Journey to the Seventh Planet,1962,"Adventure,Fantasy,Horror,Science Fiction"
m166204,tt0056134,Kanchenjungha,1962,Drama
m159414,tt0056135,The Inheritance,1962,Drama
m18684,tt0056138,Kid Galahad,1962,"Comedy,Drama,Music"
m33765,tt0056141,A Kind of Loving,1962,"Drama,Romance"
m1680,tt0056142,King Kong vs. Godzilla,1962,"Action,Adventure,Science Fiction"
m93891,tt0056158,Black Test Car,1962,"Drama,Action,Thriller,Foreign"
m204800,tt0056162,Lad: A Dog,1962,Drama
m947,tt0056172,Lawrence of Arabia,1962,"Adventure,Drama,History,War"
m64871,tt0056173,The Legend of Lobo,1962,"Family,Adventure"
m45247,tt0056183,Light in the Piazza,1962,"Drama,Romance"
m218658,tt0056185,Lines: Horizontal,1962,Animation
m85615,tt0056186,The Lion,1962,Drama
m183247,tt0056187,The Inspector,1962,"Drama,Romance"
m802,tt0056193,Lolita,1962,"Drama,Romance"
m16103,tt0056194,The Loneliness of the Long Distance Runner,1962,Drama
m43002,tt0056195,Lonely Are the Brave,1962,"Drama,Western"
m43004,tt0056196,Long Day's Journey Into Night,1962,"Drama,History"
m9289,tt0056197,The Longest Day,1962,"Action,Drama,History,War"
m34866,tt0056210,Mafioso,1962,"Drama,Action,Comedy,Crime,Foreign"
m26643,tt0056211,The Magic Sword,1962,"Adventure,Fantasy,Drama,Action,Family"
m47796,tt0056215,Mamma Roma,1962,Drama
m11697,tt0056217,The Man Who Shot Liberty Valance,1962,Western
m982,tt0056218,The Manchurian Candidate,1962,"Mystery,Thriller"
m372234,tt0056223,Il mare,1962,Drama
m35392,tt0056234,Merrill's Marauders,1962,"Action,Drama,War"
m1162,tt0056241,The Miracle Worker,1962,Drama
m41521,tt0056255,Mr. Hobbs Takes a Vacation,1962,"Family,Comedy"
m13671,tt0056262,The Music Man,1962,"Comedy,Music,Family"
m11085,tt0056264,Mutiny on the Bounty,1962,"Adventure,Drama,History"
m43006,tt0056267,My Geisha,1962,"Comedy,Romance"
m94696,tt0056269,Four Winds of Heaven,1962,"Drama,War"
m45714,tt0056279,Night of the Eagle,1962,"Drama,Horror"
m49844,tt0056289,The Notorious Landlady,1962,"Comedy,Mystery,Romance,Thriller"
m11502,tt0056291,Knife in the Water,1962,Drama
m53218,tt0056300,An Occurrence at Owl Creek Bridge,1962,Drama
m101183,tt0056302,The Third Lover,1962,Drama
m54723,tt0056308,Only Two Can Play,1962,"Comedy,Drama"
m42998,tt0056315,The Horrible Dr. Hichcock,1962,Horror
m59990,tt0056322,The Given Word,1962,Drama
m27568,tt0056331,Panic in Year Zero!,1962,"Drama,Science Fiction,Thriller"
m43007,tt0056341,Period of Adjustment,1962,"Drama,Comedy"
m48110,tt0056346,Phaedra,1962,Drama
m58733,tt0056350,The Pirates of Blood River,1962,"Action,Adventure,Drama"
m253105,tt0056356,The Boys,1962,"Drama,War"
m29235,tt0056368,Premature Burial,1962,"Drama,Mystery,Horror"
m33735,tt0056370,Pressure Point,1962,Drama
m73478,tt0056373,The Prince and the Pauper,1962,
m185147,tt0056387,The Quare Fellow,1962,Drama
m139609,tt0056388,Les quatre vérités,1962,
m65048,tt0056389,The Four Days of Naples,1962,
m131837,tt0056403,The Reluctant Saint,1962,Drama
m53229,tt0056406,Requiem for a Heavyweight,1962,Drama
m36206,tt0056412,Ride the High Country,1962,"Action,Western"
m31804,tt0056417,The Road to Hong Kong,1962,Comedy
m183218,tt0056435,Safe at Home!,1962,"Drama,Comedy"
m70366,tt0056436,"Master, Mistress, Servant",1962,Drama
m11712,tt0056443,Sanjuro,1962,"Drama,Action,Comedy"
m50759,tt0056444,An Autumn Afternoon,1962,Drama
m144326,tt0056447,Satan Never Sleeps,1962,Drama
m72898,tt0056467,The Seven Deadly Sins,1962,
m166888,tt0056468,The Condemned of Altona,1962,"History,Drama"
m18512,tt0056470,Sergeants 3,1962,"Action,Comedy"
m93492,tt0056472,Gladiators 7,1962,"Drama,Action,Adventure"
m43011,tt0056504,Sodom and Gomorrah,1962,"Adventure,Drama,History"
m24188,tt0056512,Il Sorpasso,1962,"Drama,Comedy"
m67556,tt0056514,The Suitor,1962,"Comedy,Drama"
m28187,tt0056526,State Fair,1962,
m33632,tt0056541,Sweet Bird of Youth,1962,"Drama,Romance"
m29074,tt0056552,Tales of Terror,1962,"Thriller,Comedy,Horror,Mystery"
m43012,tt0056556,Taras Bulba,1962,"Action,Adventure,Drama,Romance,War"
m121903,tt0056566,Tender Is the Night,1962,Drama
m12708,tt0056575,That Touch of Mink,1962,"Comedy,Romance"
m41279,tt0056579,The Three Stooges Meet Hercules,1962,"Action,Comedy,Science Fiction"
m114046,tt0056580,The Three Stooges in Orbit,1962,"Comedy,Science Fiction"
m130401,tt0056583,Tiara Tahiti,1962,"Comedy,Drama"
m595,tt0056592,To Kill a Mockingbird,1962,"Crime,Drama"
m62655,tt0056625,Two Weeks in Another Town,1962,Drama
m76344,tt0056626,Two for the Seesaw,1962,Romance
m144728,tt0056628,"The Stars Will Tell, Inspector Palmu",1962,"Comedy,Crime"
m33998,tt0056636,A Monkey in Winter,1962,"Drama,Comedy"
m225940,tt0056640,A Man for Burning,1962,
m43015,tt0056648,Varan the Unbelievable,1962,"Horror,Science Fiction"
m75989,tt0056661,Lady in White,1962,"Mystery,Thriller"
m1626,tt0056663,Vivre Sa Vie,1962,Drama
m116236,tt0056665,Crazy Desire,1962,"Romance,Comedy,Drama"
m183889,tt0056668,A View from the Bridge,1962,
m60792,tt0056671,Walk on the Wild Side,1962,Drama
m43016,tt0056673,Waltz of the Toreadors,1962,Comedy
m10242,tt0056687,What Ever Happened to Baby Jane?,1962,"Drama,Horror,Thriller"
m5646,tt0056692,Wild Gals of the Naked West,1962,"Comedy,Western"
m89924,tt0056693,Wild Guitar,1962,"Drama,Music"
m28367,tt0056700,The Wonderful World of the Brothers Grimm,1962,"Fantasy,Family"
m41039,tt0056703,The World's Greatest Sinner,1962,Drama
m16692,tt0056714,The Tale of Zatôichi,1962,"Adventure,Action,Drama"
m74924,tt0056725,Zotz!,1962,"Comedy,Fantasy"
m29264,tt0056732,The Exterminating Angel,1962,"Comedy,Drama,Fantasy"
m21135,tt0056736,L'eclisse,1962,"Romance,Drama"
m15469,tt0056957,Five Miles to Midnight,1962,"Crime,Drama,Thriller"
m92983,tt0056982,Businessmen,1962,"Comedy,Drama,Adventure"
m42990,tt0057069,40 Pounds of Trouble,1962,
m32328,tt0057093,Gay Purr-ee,1962,"Animation,Drama,Music,Romance,Family"
m120539,tt0057135,Hedda Gabler,1962,Drama
m20977,tt0057232,Gas Station Queen,1962,Comedy
m76000,tt0057239,The L-Shaped Room,1962,Drama
m76833,tt0057268,The Witch's Curse,1962,"Adventure,Fantasy,Horror"
m32688,tt0057318,Mondo Cane,1962,"Documentary,Foreign"
m3009,tt0057427,The Trial,1962,"Crime,Drama"
m85110,tt0058025,Dog Star Man: Part I,1962,Documentary
m94655,tt0059160,Eva,1962,Drama
m48764,tt0059616,The Trial of Joan of Arc,1962,"Drama,History"
m300945,tt0122636,Νόμος 4000,1962,Drama
m49742,tt0123179,Mr. Magoo's Christmas Carol,1962,"Animation,Comedy,Family"
m45197,tt0124296,Big and Little Wong Tin Bar,1962,"Drama,Action"
m46076,tt0128274,Invasion of the Star Creatures,1962,"Science Fiction,Comedy"
m63291,tt0130195,Come Tomorrow...,1962,"Comedy,Romance"
m99916,tt0136416,I Motorizzati,1962,Comedy
m63880,tt0143088,Adieu Philippine,1962,Drama
m76575,tt0144294,La Marcia Su Roma,1962,Comedy
m230471,tt0154805,Colossus of the Arena,1962,"Adventure,Action,Drama"
m31297,tt0164882,Ninja 1,1962,"Action,Foreign"
m170548,tt0179743,Crosstrap,1962,Crime
m21070,tt0188195,The Seventh Juror,1962,"Crime,Drama"
m16693,tt0200309,The Tale of Zatôichi Continues,1962,"Adventure,Action"
m54146,tt0203612,Pitfall,1962,"Fantasy,Drama,Crime,Science Fiction,Foreign"
m175998,tt0204245,Deadly Duo,1962,Mystery
m126692,tt0234512,Prelude: Dog Star Man,1962,
m95506,tt0360839,I Hate But Love,1962,"Romance,Action,Comedy,Drama"
m128892,tt0407047,9 Dalmuir West,1962,Documentary
m243059,tt0846787,Questi fantasmi,1962,Comedy
m193595,tt0924263,The Parallel Street,1962,Drama
m256,tt1180329,Antoine and Colette,1962,Drama
m25939,tt0054159,Passenger,1963,"Drama,War"
m50785,tt0054177,Le Petit Soldat,1963,"Drama,War"
m20778,tt0054821,Le Doulos,1963,"Drama,Action,Thriller,Crime"
m47122,tt0054880,Flaming Creatures,1963,Drama
m88061,tt0055459,"So Evil, So Young",1963,Drama
m396269,tt0055790,Torpedo Bay,1963,War
m229134,tt0055833,Catherine of Russia,1963,"Drama,History,Romance"
m66180,tt0055981,The Fiances,1963,"Drama,Romance,Foreign"
m113332,tt0056018,The Shortest Day,1963,"Comedy,History,Foreign,War"
m338438,tt0056103,The Invincible Masked Rider,1963,Adventure
m4195,tt0056165,Bluebeard,1963,"Drama,Crime"
m59045,tt0056171,Ro.Go.Pa.G.,1963,"Comedy,Drama"
m198558,tt0056207,Colossus and the Headhunters,1963,"Action,Adventure,Romance"
m37342,tt0056219,Maniac,1963,"Comedy,Horror,Thriller"
m63087,tt0056499,The Slime People,1963,"Horror,Science Fiction"
m71701,tt0056576,The Damned,1963,"Romance,Drama,Fantasy,Horror,Science Fiction"
m56920,tt0056604,Totò Diabolicus,1963,Comedy
m53650,tt0056632,The Ugly American,1963,"Thriller,Drama"
m134608,tt0056646,The Castilian,1963,"Adventure,Drama"
m277296,tt0056658,Vice and Virtue,1963,"Drama,Comedy"
m42989,tt0056704,The Wrong Arm of the Law,1963,"Crime,Comedy"
m61221,tt0056796,13 Frightened Girls,1963,"Adventure,Comedy,Thriller"
m27759,tt0056800,55 Days at Peking,1963,"Action,Drama,History"
m422,tt0056801,8½,1963,"Fantasy,Drama"
m256921,tt0056804,A tiro limpio,1963,Crime
m185291,tt0056810,Act One,1963,Drama
m122698,tt0056818,All the Way Home,1963,Drama
m39241,tt0056819,The Human Dutch,1963,Documentary
m47249,tt0056825,America America,1963,"Drama,History"
m60773,tt0056846,Bay of Angels,1963,"Romance,Drama"
m26484,tt0056860,Beach Party,1963,"Comedy,Music"
m26535,tt0056868,Billy Liar,1963,"Romance,Comedy,Drama"
m571,tt0056869,The Birds,1963,Horror
m28172,tt0056875,Blood Feast,1963,Horror
m146905,tt0056876,Golden Mouth,1963,
m81831,tt0056883,The Boom,1963,Comedy
m81399,tt0056884,The Bakery Girl of Monceau,1963,Romance
m25167,tt0056891,Bye Bye Birdie,1963,"Drama,Comedy,Music"
m108003,tt0056897,Call Me Bwana,1963,Comedy
m33728,tt0056903,"Captain Newman, M.D.",1963,"Comedy,Drama,War"
m41725,tt0056904,Captain Sindbad,1963,"Family,Fantasy,Action,Adventure"
m52705,tt0056905,Les Carabiniers,1963,"Comedy,Drama,War"
m3010,tt0056907,The Cardinal,1963,"Drama,History,War"
m85640,tt0056908,The Caretakers,1963,Drama
m86764,tt0056910,Suzanne's Career,1963,Romance
m19254,tt0056912,Carry On Cabby,1963,Comedy
m170315,tt0056918,The Ceremony,1963,"Drama,Crime"
m115162,tt0056921,Chair de poule,1963,"Crime,Drama"
m4808,tt0056923,Charade,1963,"Comedy,Mystery,Romance,Thriller"
m88912,tt0056930,A Child Is Waiting,1963,Drama
m8095,tt0056937,Cleopatra,1963,"Drama,History,Romance"
m33729,tt0056940,Come Blow Your Horn,1963,"Drama,Comedy,Romance"
m29486,tt0056943,The Comedy of Terrors,1963,"Comedy,Horror"
m51092,tt0056945,The Organizer,1963,"Crime,Drama"
m187633,tt0056950,The Conquest of Mycenae,1963,"Drama,Adventure"
m85521,tt0056952,The Cool World,1963,"Drama,Crime"
m142982,tt0056955,La corruzione,1963,
m42986,tt0056956,The Courtship of Eddie's Father,1963,"Drama,Comedy,Romance,Family"
m51260,tt0056961,The Crawling Hand,1963,"Horror,Science Fiction"
m59838,tt0056964,Critic's Choice,1963,"Comedy,Romance"
m70449,tt0056969,My Wife's Husband,1963,Comedy
m28503,tt0056983,Dementia 13,1963,"Horror,Thriller"
m88535,tt0056989,"Detective Bureau 2-3: Go to Hell, Bastards!",1963,"Action,Foreign"
m29060,tt0056993,Diary of a Madman,1963,Horror
m162382,tt0056995,To Bed or Not to Bed,1963,Comedy
m68337,tt0057004,Doctor in Distress,1963,Comedy
m15875,tt0057007,Donovan's Reef,1963,"Adventure,Comedy,Romance"
m2593,tt0057058,The Fire Within,1963,Drama
m19893,tt0057063,Flipper,1963,"Adventure,Drama,Family"
m242835,tt0057067,For Love or Money,1963,
m283281,tt0057068,The Scapegoat,1963,"History,Adventure"
m17691,tt0057071,4 for Texas,1963,"Comedy,Western"
m657,tt0057076,From Russia with Love,1963,"Action,Thriller,Adventure"
m27636,tt0057078,The Whip and the Body,1963,"Mystery,Horror"
m18692,tt0057083,Fun in Acapulco,1963,"Comedy,Romance"
m101190,tt0057089,Gangsters and Philantropists,1963,"Action,Comedy,Crime"
m124058,tt0057090,A Gathering of Eagles,1963,"Drama,Romance"
m1040,tt0057091,The Leopard,1963,Drama
m5925,tt0057115,The Great Escape,1963,"Adventure,Drama,History,Thriller,War"
m30137,tt0057128,The Haunted Palace,1963,Horror
m11772,tt0057129,The Haunting,1963,"Mystery,Horror,Thriller"
m42800,tt0057134,Heavens Above!,1963,Comedy
m28536,tt0057155,The Blancheville Monster,1963,
m77287,tt0057162,The Householder,1963,Drama
m24748,tt0057163,Hud,1963,"Action,Drama,Western"
m86168,tt0057168,I Could Go on Singing,1963,"Drama,Music"
m42801,tt0057171,"Yesterday, Today and Tomorrow",1963,"Drama,Comedy,Romance"
m37969,tt0057180,The Incredible Journey,1963,"Adventure,Family"
m2690,tt0057187,Irma la Douce,1963,"Comedy,Romance"
m110568,tt0057189,Island of Love,1963,Comedy
m8745,tt0057191,It Happened at the World's Fair,1963,"Comedy,Music,Romance"
m11576,tt0057193,"It's a Mad, Mad, Mad, Mad World",1963,"Action,Adventure,Comedy,Crime"
m11533,tt0057197,Jason and the Argonauts,1963,"Adventure,Family,Fantasy"
m72901,tt0057200,Johnny Cool,1963,"Action,Thriller"
m128779,tt0057202,Le Joli Mai,1963,Documentary
m56800,tt0057207,Judex,1963,"Action,Crime,Drama"
m52011,tt0057212,The Thirteen Assassins,1963,"Adventure,Action"
m35072,tt0057215,Atragon,1963,"Foreign,Science Fiction"
m42809,tt0057219,Kanto Wanderer,1963,"Crime,Drama"
m80027,tt0057225,Kings of the Sun,1963,"Action,Adventure,Western"
m39222,tt0057226,The Kiss of the Vampire,1963,Horror
m47790,tt0057229,The Red Lanterns,1963,Drama
m85510,tt0057242,Ladybug Ladybug,1963,Drama
m107248,tt0057248,The Love Eterne,1963,Music
m38805,tt0057251,Lilies of the Field,1963,"Comedy,Drama"
m11605,tt0057254,The List of Adrian Messenger,1963,"Crime,Mystery"
m9960,tt0057261,Lord of the Flies,1963,"Thriller,Adventure,Drama"
m129009,tt0057262,Love Is a Ball,1963,"Comedy,Romance"
m39495,tt0057263,Love with the Proper Stranger,1963,"Comedy,Drama,Romance"
m150912,tt0057271,Goliath and the Sins of Babylon,1963,Adventure
m62397,tt0057274,The Teacher from Vigevano,1963,"Drama,Comedy"
m60567,tt0057277,The Big City,1963,Drama
m58383,tt0057286,Hands Over the City,1963,Drama
m52302,tt0057295,Matango: Attack of the Mushroom People,1963,"Science Fiction,Fantasy,Horror"
m15263,tt0057298,McLintock!,1963,Western
m80988,tt0057307,Young Aphrodites,1963,"Drama,Romance"
m45005,tt0057323,The Monsters,1963,Comedy
m97514,tt0057324,Mothlight,1963,
m49876,tt0057328,The Mouse on the Moon,1963,"Comedy,Drama"
m30204,tt0057329,"Move Over, Darling",1963,"Comedy,Romance"
m751,tt0057334,Murder at the Gallop,1963,"Drama,Thriller,Crime,Mystery,Comedy"
m54563,tt0057336,"Muriel, or the Time of Return",1963,Drama
m22650,tt0057344,Any Number Can Win,1963,"Romance,Crime,Drama"
m266,tt0057345,Contempt,1963,Drama
m29455,tt0057358,Winter Light,1963,Drama
m42798,tt0057360,A New Kind of Love,1963,"Comedy,Romance"
m1849,tt0057362,Nine Hours to Rama,1963,"History,Drama"
m42984,tt0057363,The Insect Woman,1963,Drama
m18331,tt0057372,The Nutty Professor,1963,"Comedy,Family,Romance,Science Fiction"
m29400,tt0057379,The Old Dark House,1963,"Comedy,Horror,Mystery"
m202662,tt0057381,Cantata,1963,Drama
m27858,tt0057393,PT 109,1963,"Drama,War"
m74088,tt0057400,Papa's Delicate Condition,1963,Comedy
m936,tt0057413,The Pink Panther,1963,"Comedy,Crime"
m36324,tt0057422,Pouic-Pouic,1963,Comedy
m4025,tt0057426,The Prize,1963,"Drama,Mystery,Crime"
m49152,tt0057442,La rabbia,1963,
m29056,tt0057449,The Raven,1963,"Comedy,Fantasy,Horror"
m29103,tt0057465,The Sadist,1963,Horror
m110260,tt0057467,Samson and the Slave Queen,1963,"Action,Adventure,Drama"
m42987,tt0057490,The Servant,1963,Drama
m168295,tt0057494,Legend of a Duel to the Death,1963,"Drama,Action"
m25504,tt0057495,Shock Corridor,1963,"Drama,Mystery,Thriller"
m18510,tt0057503,New Tale of Zatôichi,1963,"Action,Drama"
m31118,tt0057507,The Skydivers,1963,Drama
m263112,tt0057514,Current,1963,
m53336,tt0057517,Soldier In The Rain,1963,"Comedy,Drama"
m19762,tt0057518,Son of Flubber,1963,"Comedy,Family,Romance"
m88012,tt0057521,Sparrows Can't Sing,1963,"Comedy,Drama"
m28533,tt0057522,The Ghost,1963,"Horror,Thriller"
m44916,tt0057523,Spencer's Mountain,1963,"Drama,Comedy"
m67378,tt0057532,The Conjugal Bed,1963,"Drama,Comedy"
m81654,tt0057535,The Strange Type,1963,"Comedy,Foreign"
m90930,tt0057536,Strip-Tease,1963,
m193732,tt0057540,Il successo,1963,Comedy
m43532,tt0057541,Summer Holiday,1963,"Music,Romance"
m37204,tt0057542,Summer Magic,1963,"Comedy,Family"
m61892,tt0057543,Sunday in New York,1963,"Romance,Comedy"
m9078,tt0057546,The Sword in the Stone,1963,"Animation,Family"
m45241,tt0057556,"Take Her, She's Mine",1963,Comedy
m68720,tt0057558,Tammy and the Doctor,1963,"Comedy,Romance"
m12493,tt0057565,High and Low,1963,"Mystery,Drama,Thriller,Crime"
m31655,tt0057569,The Terror,1963,"Horror,Thriller"
m18774,tt0057578,This Sporting Life,1963,Drama
m15081,tt0057579,The Three Lives of Thomasina,1963,"Fantasy,Drama,Thriller,Science Fiction,Mystery,Family"
m22233,tt0057581,The Thrill of It All,1963,"Comedy,Romance"
m107231,tt0057583,A Ticklish Affair,1963,"Romance,Comedy"
m268212,tt0057589,Scarlet Eye,1963,"Crime,Adventure"
m5769,tt0057590,Tom Jones,1963,"Adventure,Comedy,History,Romance"
m25253,tt0057591,Crooks in Clover,1963,"Action,Comedy,Crime"
m108869,tt0057598,Toys in the Attic,1963,Drama
m28043,tt0057603,Black Sabbath,1963,Horror
m47553,tt0057608,Twice-Told Tales,1963,"Horror,Mystery,Romance,Science Fiction"
m138990,tt0057609,Twilight of Honor,1963,Drama
m11506,tt0057611,The Silence,1963,"Drama,Romance"
m43750,tt0057622,Under the Yum-Yum Tree,1963,"Comedy,Drama,Romance"
m37222,tt0057634,The V.I.P.s,1963,"Drama,Romance"
m170368,tt0057642,The Green Years,1963,Drama
m4498,tt0057643,The Executioner,1963,"Comedy,Drama"
m74215,tt0057646,The Virgin of Nuremberg,1963,"War,Horror"
m3012,tt0057652,The Victors,1963,"Drama,War"
m836,tt0057654,Barren Lives,1963,"Drama,Foreign,Romance"
m48717,tt0057680,What's a Nice Girl Like You Doing in a Place Like This?,1963,"Comedy,Drama"
m42988,tt0057681,The Wheeler Dealers,1963,"Comedy,Romance"
m42305,tt0057683,Who's Minding the Store?,1963,"Comedy,Romance"
m169788,tt0057688,Wives and Lovers,1963,
m32569,tt0057693,X: The Man with the X-Ray Eyes,1963,"Horror,Science Fiction,Thriller"
m27862,tt0057694,Walking the Streets of Moscow,1963,"Romance,Comedy"
m37939,tt0057697,Youth of the Beast,1963,"Drama,Action,Crime,Mystery,Foreign"
m27197,tt0057710,An Actor's Revenge,1963,Drama
m18624,tt0057714,Zatôichi on the Road,1963,"Action,Adventure,Drama"
m18511,tt0057715,Zatôichi the Fugitive,1963,"Drama,Adventure,Action"
m49578,tt0057717,The Alive and the Dead,1963,"War,Drama"
m269165,tt0057723,Die zwölf Geschworenen,1963,"TV Movie,Drama,Crime"
m37464,tt0057859,Monstrosity,1963,"Horror,Science Fiction"
m32105,tt0057919,Carry On Jack,1963,Comedy
m135536,tt0057942,Chi lavora è perduto,1963,
m85285,tt0058413,The Empty Canvas,1963,Drama
m269070,tt0058719,Stop Train 349,1963,Drama
m75608,tt0059091,Dead Birds,1963,Documentary
m58897,tt0062322,Dry Summer,1963,Drama
m6166,tt0121210,Dinner for One,1963,Comedy
m19757,tt0122111,Icarus XB 1,1963,Science Fiction
m221527,tt0122207,The Girl from Parma,1963,
m296344,tt0122670,Politexnitis and Erimospitis,1963,Comedy
m73267,tt0131207,Three Plus Two,1963,"Comedy,Romance"
m388237,tt0133233,Tie Pimeään,1963,"Thriller,Crime,Drama"
m62243,tt0136225,I giorni contati,1963,Drama
m374883,tt0138810,The Partisans,1963,War
m270251,tt0139610,Showman,1963,
m20891,tt0145033,Kingdom of Crooked Mirrors,1963,"Adventure,Family,Fantasy"
m379508,tt0178683,Throbs at the Desk,1963,"Romance,Comedy"
m130638,tt0179850,Hitler - Never Heard of Him,1963,Documentary
m92673,tt0183449,Hercules Against the Mongols,1963,"Adventure,Drama,Action"
m201414,tt0187501,Ninja 3: Goemon Will Never Die!,1963,
m256222,tt0187513,Sleep,1963,
m81365,tt0197042,Tis kakomoiras,1963,Comedy
