Id,Label,Gender
a2256,Robert Clohessy,2
a2258,Stuart McQuarrie,2
a2282,Ben Kingsley,2
a2283,Stanley Tucci,2
a2293,Frank Miller,2
a2295,Mickey Rourke,2
a2296,Clive Owen,2
a2299,Josh Hartnett,2
a2310,Bruno Ganz,2
a2315,Hans Martin Stier,2
a2320,Julian Richings,2
a2343,Katharina Schüttler,1
a2372,Ron Perlman,2
a2387,Patrick Stewart,2
a2394,Alan Ruck,2
a2395,Whoopi Goldberg,1
a2405,Audrey Tautou,1
a2411,Clotilde Mollet,1
a2412,Isabelle Nanty,1
a2413,Dominique Pinon,2
a2414,Artus de Penguern,2
a2415,Yolande Moreau,0
a2416,Urbain Cancelier,2
a2440,Bill Nighy,2
a2441,Tom Hollander,2
a2449,Kevin McNally,2
a2453,Mary Steenburgen,1
a2467,James Cosmo,2
a2479,Rupert Vansittart,2
a2505,James Cromwell,2
a2518,Gregg Henry,2
a2524,Tom Hardy,2
a2535,Vivica A. Fox,1
a2536,Michael Parks,2
a2538,Chiaki Kuriyama,1
a2541,Jun Kunimura,2
a2542,Kazuki Kitamura,2
a2606,Tony Kgoroge,2
a2607,Fana Mokoena,0
a2617,Cara Seymour,1
a2628,Kiefer Sutherland,2
a2632,Chris Rock,2
a2680,Donnie Wahlberg,2
a2681,Erik Knudsen,0
a2683,Glenn Plummer,2
a2710,James Cameron,2
a2712,Michael Biehn,2
a2714,Lance Henriksen,2
a2744,Carmen Maura,1
a2759,Lola Dueñas,1
a2778,Dennis Hopper,2
a2838,Chloë Sevigny,1
a2839,Brendan Sexton III,2
a2841,Alison Folland,1
a2859,Gail Cronauer,1
a2876,Matt Dillon,2
a2878,C. Thomas Howell,2
a2879,Rob Lowe,2
a2882,Diane Lane,1
a2888,Will Smith,2
a2954,Jeffrey Wright,2
a2955,Chris Cooper,2
a2956,Amanda Peet,1
a2957,Alexander Siddig,2
a2959,Kayvan Novak,2
a2962,Robert Foxworth,2
a2963,Nicolas Cage,2
a2975,Laurence Fishburne,2
a2977,Jamey Sheridan,2
a2978,Max Minghella,2
a2983,Mark Strong,2
a3019,Olympia Dukakis,1
a3033,Wil Wheaton,2
a3035,Jerry O'Connell,2
a3036,John Cusack,2
a3037,Richard Dreyfuss,2
a3051,Toni Collette,1
a3052,Rachel Griffiths,1
a3061,Ewan McGregor,2
a3062,Daniel Wyllie,2
a3063,Tilda Swinton,1
a3064,Peter Mullan,2
a3075,Rory McCann,2
a3085,James Caan,2
a3087,Robert Duvall,2
a3092,Diane Keaton,1
a3124,Valeria Golino,1
a3127,Lili Taylor,1
a3128,Alicia Witt,1
a3129,Tim Roth,2
a3131,Antonio Banderas,2
a3136,Salma Hayek,1
a3138,Kathy Griffin,1
a3141,Marisa Tomei,1
a3196,Juliette Lewis,1
a3197,Tom Sizemore,2
a3201,Pruitt Taylor Vince,2
a3202,Edie McClurg,1
a3212,Evan Handler,2
a3223,Robert Downey Jr,2
a3234,Joan Cusack,1
a3266,Joe Mantegna,2
a3272,Drake Bell,2
a3284,Bruce Springsteen,2
a3289,Paul Weitz,2
a3291,Hugh Grant,2
a3292,Nicholas Hoult,2
a3293,Rachel Weisz,1
a3300,Natalia Tena,1
a3317,Takeshi Kitano,2
a3392,Michael Douglas,2
a3397,Dejan Čukić,0
a3398,Kim Bodnia,2
a3417,Tony Goldwyn,2
a3483,Antonio de la Torre,2
a3489,Naomi Watts,1
a3490,Adrien Brody,2
a3491,Thomas Kretschmann,2
a3492,Colin Hanks,2
a3496,Craig Hall,2
a3541,David Pittu,2
a3550,Teresa Churcher,0
a3568,Patrick Godfrey,2
a3623,Elena Anaya,1
a3627,Paz Vega,1
a3712,Saul Rubinek,2
a3713,Frances Fisher,1
a3720,Rick Roberts,2
a3730,Albert Delpy,2
a3796,Michael Gough,2
a3799,Billy Dee Williams,0
a3801,Tracey Walter,2
a3809,Francesca Neri,1
a3810,Javier Bardem,2
a3840,Anna Maria Mühe,1
a3841,Samuel Finzi,2
a3855,Per Oscarsson,2
a3872,Daniel Brühl,2
a3882,Bent Mejding,0
a3883,Elsebeth Steentoft,0
a3891,Martin Brygmann,0
a3894,Christian Bale,2
a3895,Michael Caine,2
a3896,Liam Neeson,2
a3899,Ken Watanabe,2
a3901,Richard Brake,2
a3905,William H. Macy,2
a3909,Gary Houston,2
a3910,Frances McDormand,1
a3911,John Carroll Lynch,2
a3926,Albert Finney,0
a3933,Stipe Erceg,0
a3934,Burghart Klaußner,2
a3967,Kate Beckinsale,1
a3968,Michael Sheen,2
a3971,Sophia Myles,1
a3972,Wentworth Miller,2
a3977,Joe Morton,2
a3982,Xander Berkeley,2
a4012,Spencer Treat Clark,2
a4029,Bob Gunton,2
a4030,Martin Klebba,2
a4031,Greg Ellis,2
a4038,Susan Sarandon,1
a4095,David Lewis,2
a4135,Robert Redford,2
a4166,Isabelle Carré,1
a4173,Anthony Hopkins,2
a4174,Claire Forlani,1
a4175,Jeffrey Tambor,2
a4201,Wayne Knight,2
a4238,Common,0
a4239,Yasiin Bey,2
a4250,Michael Lerner,2
a4252,Tony Shalhoub,2
a4253,Jon Polito,2
a4255,Richard Portnow,2
a4259,Kim Young-min,0
a4273,Charlotte Gainsbourg,1
a4275,Alain Chabat,2
a4374,Pepa Aniorte,0
a4390,Ludivine Sagnier,1
a4391,Charles Dance,2
a4432,Frances Conroy,1
a4443,Christopher McDonald,2
a4445,Chris Bauer,2
a4451,Mark Webber,2
a4452,Lisa Marie,1
a4455,Ulrich Thomsen,2
a4457,Thomas Bo Larsen,2
a4458,Paprika Steen,0
a4459,Birthe Neumann,0
a4460,Trine Dyrholm,1
a4464,Bjarne Henriksen,2
a4467,Lars Brygmann,2
a4483,Dustin Hoffman,2
a4491,Jennifer Aniston,1
a4492,Philip Baker Hall,2
a4493,Catherine Bell,1
a4495,Steve Carell,2
a4496,Nora Dunn,1
a4512,James Woods,2
a4513,Elizabeth McGovern,1
a4515,Treat Williams,2
a4520,William Forsythe,2
a4521,Burt Young,2
a4529,Sylvie Testud,1
a4566,Alan Rickman,2
a4570,Emily Hampshire,1
a4581,Steve Coogan,2
a4587,Halle Berry,1
a4589,Benjamin Bratt,2
a4600,Joe Dante,2
a4602,Jon Tenney,2
a4610,John Landis,2
a4617,Andreas Dresen,2
a4618,Steffi Kühnert,1
a4621,Axel Prahl,0
a4640,Dejan Aćimović,2
a4688,Michael Rapaport,2
a4690,Christopher Walken,2
a4691,James Gandolfini,2
a4719,Ahmir-Khalib Thompson,0
a4720,Kanye West,2
a4721,Jill Scott,1
a4724,Kevin Bacon,2
a4726,Marcia Gay Harden,1
a4738,Connor Paolo,2
a4753,Brian Bloom,0
a4756,Matthew Broderick,2
a4757,Rupert Everett,2
a4764,John C. Reilly,2
a4783,Sam Neill,2
a4784,Laura Dern,1
a4785,Jeff Goldblum,2
a4797,Christine Schorn,0
a4808,Giancarlo Esposito,2
a4810,Rosie Perez,1
a4812,Isaach De Bankolé,2
a4886,Norman Reedus,2
a4888,Lily Rabe,1
a4935,Pete Postlethwaite,2
a4937,Vince Vaughn,2
a4941,Alessandro Nivola,2
a4990,Susumu Terajima,2
a5009,Peter Benson,2
a5024,Marie Richardson,1
a5049,John Hurt,2
a5064,Meryl Streep,1
a5077,Valeria Bruni Tedeschi,1
a5079,Gilbert Melki,2
a5081,Emily Blunt,1
a5090,Adrian Grenier,2
a5129,Paul Reubens,2
a5139,Robert Englund,2
a5149,Bonnie Hunt,1
a5151,Beth Grant,1
a5170,Mike Starr,2
a5201,Robert Stadlober,2
a5202,Kostja Ullmann,2
a5266,Rüdiger Vogler,0
a5292,Denzel Washington,2
a5293,Willem Dafoe,2
a5294,Chiwetel Ejiofor,2
a5296,James Ransone,2
a5301,Waris Ahluwalia,2
a5309,Judi Dench,1
a5312,Hugh O'Conor,2
a5313,Lena Olin,1
a5365,Clifton Collins Jr,2
a5367,Zach Braff,2
a5374,Jim Parsons,2
a5377,Ato Essandoh,2
a5384,Method Man,2
a5411,Sanaa Lathan,1
a5412,Raoul Bova,2
a5414,Colin Salmon,2
a5419,Saïd Taghmaoui,0
a5442,Benoît Magimel,2
a5443,Vincent Lindon,2
a5444,Philippe Nahon,2
a5445,Zinedine Soualem,2
a5469,Ralph Fiennes,2
a5470,Kristin Scott Thomas,1
a5472,Colin Firth,2
a5473,Julian Wadham,2
a5511,Nadja Uhl,1
a5512,Andreas Schmidt,2
a5526,Georgie Henley,1
a5527,Skandar Keynes,2
a5528,William Moseley,2
a5529,Anna Popplewell,1
a5530,James McAvoy,2
a5538,Ray Winstone,2
a5551,Christopher Markus,2
a5552,Stephen McFeely,2
a5575,Akiva Goldsman,2
a5576,Val Kilmer,2
a5587,Hank Azaria,2
a5588,Alicia Silverstone,0
a5606,Sissy Spacek,1
a5620,Kevin Farley,2
a5621,John Farley,2
a5644,Alexandra Maria Lara,1
a5645,Anke Engelke,1
a5646,Justus von Dohnányi,2
a5649,Christoph Maria Herbst,2
a5657,Anjelica Huston,1
a5658,Michael Gambon,2
a5659,Seu Jorge,2
a5661,Matthew Gray Gubler,2
a5694,Robert Forster,2
a5695,Sid Haig,2
a5713,Chris Wedge,2
a5723,John Leguizamo,2
a5724,Denis Leary,2
a5726,Cedric the Entertainer,2
a5727,Diedrich Bader,2
a5762,Daniel Nocke,2
a5823,Julie Andrews,1
a5844,Detlev Buck,2
a5847,David Kross,0
a5850,Kida Khodr Ramadan,2
a5860,Stephan Grossmann,2
a5887,Catalina Sandino Moreno,1
a5915,Jaime King,1
a5916,Rosario Dawson,1
a5918,Zachary Bennett,2
a5950,Seymour Cassel,2
a5953,Spike Jonze,2
a5960,Mary Kay Place,1
a5996,Anna Asp,1
a5998,Jarmo Mäkinen,2
a5999,Kati Outinen,1
a6001,Björn Kjellman,2
a6012,Daniel Auteuil,2
a6020,Denis Podalydès,2
a6065,Dennis Quaid,2
a6069,Austin Nichols,2
a6074,Kenneth Welsh,0
a6082,Sebastian Urzendowsky,2
a6086,Devid Striesow,2
a6087,Claudia Geisler,0
a6091,August Diehl,0
a6093,Henry Hübchen,2
a6105,Richard Lewis,2
a6120,Bodil Jørgensen,1
a6121,Jens Albinus,2
a6123,Troels Lyby,2
a6125,Henrik Prip,2
a6129,Anne-Grethe Bjarup Riis,0
a6134,Jens Jørn Spottag,2
a6140,Hans Henrik Clemensen,2
a6161,Jennifer Connelly,1
a6162,Paul Bettany,2
a6163,Adam Goldberg,2
a6164,Josh Lucas,1
a6167,Judd Hirsch,2
a6181,Josh Pais,2
a6193,Leonardo DiCaprio,2
a6195,Harold Perrineau,2
a6197,Brian Dennehy,2
a6198,Vondie Curtis-Hall,2
a6212,Zak Orth,2
a6213,Jamie Kennedy,0
a6217,Anupam Kher,2
a6263,Hannelore Elsner,1
a6268,Sebastian Blomberg,2
a6279,Alexis Bledel,1
a6283,Michael Nyqvist,2
a6287,Lennart Jähkel,2
a6304,Jean-François Stévenin,2
a6327,André Sjöberg,0
a6368,Embeth Davidtz,1
a6383,Aaron Eckhart,2
a6384,Keanu Reeves,2
a6407,Marley Shelton,1
a6413,Danny Huston,2
a6473,Kelly Lynch,1
a6485,Busta Rhymes,2
a6497,Naseeruddin Shah,2
a6498,Lillete Dubey,1
a6500,Vijay Raaz,2
a6519,Randeep Hooda,2
a6534,Jesús Carroza,2
a6536,Loles León,1
a6540,Vicente Romero,0
a6554,Guillaume Gallienne,2
a6573,William Sadler,2
a6574,Clancy Brown,2
a6575,Gil Bellows,2
a6576,Mark Rolston,2
a6613,Minnie Driver,1
a6640,Ed Stoppard,2
a6643,Michal Zebrowski,2
a6657,Bibi Andersson,1
a6674,Julia Dietze,1
a6677,Kyle MacLachlan,2
a6692,Caroline Goodall,1
a6696,Mark Ivanir,2
a6719,Ray Wise,2
a6720,Joan Chen,1
a6730,Sacha Baron Cohen,2
a6734,Ken Davitian,2
a6752,Zeljko Ivanek,2
a6784,Jacques Herlin,2
a6807,Sam Rockwell,2
a6818,Werner Herzog,2
a6832,Melissa Leo,1
a6856,Kurt Russell,2
a6859,Mía Maestro,1
a6860,Jimmy Bennett,2
a6861,Andre Braugher,2
a6862,Freddy Rodríguez,2
a6885,Charlize Theron,1
a6886,Christina Ricci,1
a6905,Bruce Dern,1
a6908,Marc Macaulay,2
a6913,Ellen Barkin,1
a6941,Cameron Diaz,1
a6944,Octavia Spencer,1
a6949,John Malkovich,2
a6951,W. Earl Brown,2
a6952,Charlie Sheen,2
a6968,Hugh Jackman,2
a6969,Geoff Bell,2
a6970,Christopher Fulford,2
a6972,Ian McShane,2
a6973,Fenella Woolgar,1
a6979,Romola Garai,0
a7004,Paul Sorvino,2
a7007,Claudia Ferri,1
a7009,Tim Post,2
a7013,Mark Camacho,2
a7025,Richard McCabe,2
a7026,Rhys Ifans,2
a7030,Henry Goodman,2
a7031,Julian Rhind-Tutt,2
a7055,Sienna Guillory,1
a7056,Emma Thompson,1
a7058,Kris Marshall,2
a7059,Heike Makatsch,1
a7060,Martin Freeman,2
a7073,Michael Berryman,2
a7090,Kelsey Grammer,2
a7132,Vincent D'Onofrio,2
a7133,Max Casella,2
a7137,Juliet Landau,1
a7144,Michael Flynn,2
a7153,Imogen Kogge,1
a7161,Eva Löbau,1
a7166,Kevin Pollak,2
a7167,Don Rickles,2
a7248,Cliff Curtis,2
a7275,Patrick Chesnais,2
a7276,Anne Consigny,1
a7278,Lionel Abelanski,0
a7282,Anne Benoît,0
a7285,Stéphan Wojtowicz,0
a7370,Damián Alcázar,2
a7376,Jorge Zárate,0
a7399,Ben Stiller,2
a7401,Lin Shaye,1
a7404,Sarah Silverman,1
a7427,Felicity Huffman,1
a7428,Danny Burstein,0
a7431,Kevin Zegers,2
a7447,Alec Baldwin,2
a7465,Carrie Preston,1
a7466,Paul Borghese,2
a7467,David Fincher,2
a7489,Parker Posey,1
a7497,Holt McCallany,2
a7517,Kate Bosworth,1
a7541,Giuseppe Battiston,2
a7542,Antonio Catania,2
a7546,Tatiana Lepore,0
a7574,Cleo King,1
a7590,Ville Haapasalo,2
a7624,Stan Lee,2
a7693,François Berléand,2
a7707,Libero De Rienzo,2
a7742,Kristoffer Joner,2
a7743,Cecilie A. Mosli,1
a7796,Illeana Douglas,1
a7803,Christian Berkel,2
a7805,Wotan Wilke Möhring,2
a7828,André Jung,2
a7830,Heiner Lauterbach,2
a7872,Michael Spears,2
a7879,John Lasseter,2
a7882,Jeff Pidgeon,2
a7904,Billy Crystal,2
a7907,John Ratzenberger,2
a7908,Frank Oz,2
a7918,Bud Luckey,2
a7929,Angus MacLane,0
a7960,Jerome Ranft,2
a7962,Lou Romano,2
a8023,Kyle Balda,0
a8167,Paul Walker,2
a8169,Tyrese Gibson,2
a8170,Eva Mendes,1
a8171,Ludacris,2
a8177,Michael Ealy,2
a8191,Chris Ellis,2
a8197,Sebastian Koch,2
a8198,Ulrich Tukur,2
a8199,Thomas Thieme,2
a8204,Charly Hübner,2
a8206,Hinnerk Schönemann,0
a8210,Wes Bentley,2
a8212,Peter Gallagher,2
a8256,Anne Heche,1
a8261,Willie Nelson,2
a8265,John Michael Higgins,2
a8289,Billy Crudup,2
a8293,Marion Cotillard,1
a8309,Kierston Wareing,1
a8329,Radha Mitchell,1
a8335,Kim Coates,2
a8338,Jodelle Ferland,1
a8349,Martin Sheen,2
a8395,Luke Perry,2
a8397,Charlie Creed-Miles,2
a8435,Stephen Dillane,2
a8436,Miranda Richardson,1
a8445,Michael Culkin,2
a8534,Kathy Bates,1
a8536,Victor Garber,2
a8553,Seth Adkins,2
a8602,Alice Braga,1
a8654,Matthew Modine,2
a8688,Diego Luna,2
a8691,Zoe Saldana,1
a8770,Francesco De Vito,0
a8775,Hristo Shopov,2
a8776,Claudia Gerini,1
a8783,Eric Bana,2
a8784,Daniel Craig,2
a8785,Ciarán Hinds,2
a8786,Ayelet Zurer,1
a8789,Mathieu Amalric,2
a8791,Marie-Josée Croze,1
a8792,Lynn Cohen,1
a8801,Rolf Kanies,2
a8874,Ernie Hudson,2
a8891,John Travolta,2
a8924,Frank Langella,2
a8925,Emmanuelle Seigner,1
a8930,John Cleese,0
a8933,John Du Prez,2
a8944,Jamie Lee Curtis,1
a8945,Kevin Kline,2
a8949,Peter Fonda,2
a8984,Bill Pullman,2
a8985,Margaret Colin,1
a9005,Frédéric Pierrot,2
a9013,Kevin McKidd,2
a9015,Kelly Macdonald,1
a9016,Eileen Nicholas,1
a9030,Thandie Newton,1
a9032,Bryan Singer,2
a9045,Stephen Baldwin,2
a9048,Clark Gregg,2
a9128,Derek de Lint,2
a9138,Gemma Jones,1
a9139,Celia Imrie,1
a9143,Felicity Montagu,1
a9152,Patrick Doyle,2
a9191,Timothy Spall,2
a9192,Togo Igawa,2
a9193,Shun Sugata,2
a9195,Hiroyuki Sanada,0
a9241,Pietro De Silva,0
a9273,Amy Adams,1
a9278,Jennifer Garner,1
a9281,Elizabeth Banks,1
a9289,Michael Massee,2
a9290,Henry Rollins,2
a9292,Mink Stole,1
a9376,Belinda McClory,1
a9452,Daniel Bernhardt,0
a9462,Randall Duk Kim,2
a9464,Harry Lennix,2
a9560,Ellen Burstyn,1
a9562,Marlon Wayans,2
a9575,Jada Pinkett Smith,1
a9599,Cloris Leachman,1
a9627,Isabella Ragonese,1
a9629,Jon Gries,2
a9640,Haley Joel Osment,2
a9642,Jude Law,2
a9656,Johnny Knoxville,2
a9657,Patrick Warburton,2
